1,0,59111,6,0,7,0,1186260877.95097,0,64,52,0,0,20,0,0,0,64,0,1,0,0,106,0,32,0,0,0,0,0,1,0,0,0,0,11557,11557,-1,10,118664,396376,12,0,0
1,1.350653,60850,6,0,7,0,1186260879.30163,1.350653,48,48,0,0,20,0,0,0,48,0,1,0,0,207,1,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.360301,60850,6,0,7,0,1186260879.31127,0.009648,48,48,0,0,20,0,0,0,48,0,1,0,0,207,2,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.370804,60850,6,0,7,0,1186260879.32178,0.010503,48,48,0,0,20,0,0,0,48,0,1,0,0,207,3,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.380931,60850,6,0,7,0,1186260879.3319,0.010127,48,48,0,0,20,0,0,0,48,0,1,0,0,207,4,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.391298,60850,6,0,7,0,1186260879.34227,0.010367,48,48,0,0,20,0,0,0,48,0,1,0,0,207,5,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.400683,60850,6,0,7,0,1186260879.35166,0.009385,48,48,0,0,20,0,0,0,48,0,1,0,0,207,6,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.411301,60850,6,0,7,0,1186260879.36227,0.010618,48,48,0,0,20,0,0,0,48,0,1,0,0,207,7,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.42144,60850,6,0,7,0,1186260879.37241,0.010139,48,48,0,0,20,0,0,0,48,0,1,0,0,207,8,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.430997,60850,6,0,7,0,1186260879.38197,0.009557,48,48,0,0,20,0,0,0,48,0,1,0,0,207,9,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.440511,60850,6,0,7,0,1186260879.39148,0.009514,48,48,0,0,20,0,0,0,48,0,1,0,0,207,10,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
1,1.450983,60850,6,0,7,0,1186260879.40196,0.010472,48,48,0,0,20,0,0,0,48,0,1,0,0,207,11,28,0,0,0,0,0,0,0,0,1,0,64512,64512,0,4,2,0,0,0,0
